
#-ah-	UNKNOWN
#-aš1!	UNKNOWN
#-ba-ni-ma	UNKNOWN
#-da-	UNKNOWN
#-e	UNKNOWN
#-it-,	UNKNOWN
#-kam	UNKNOWN_NOUN_ADJ
#-ku	UNKNOWN
#-ma	UNKNOWN
#-mu?}	UNKNOWN
#-ni!-	UNKNOWN
#-ni-kà-IR-šu	UNKNOWN
#-ni-ma	UNKNOWN
#-ta!-	UNKNOWN
#-tum	UNKNOWN_NOUN_ADJ
#-tù-	UNKNOWN
#-un!-	UNKNOWN
#-x	UNKNOWN
#-šu	UNKNOWN
#-šum}	UNKNOWN
#En!-na-A-šur	UNKNOWN
#GA-ma-ma	UNKNOWN
#KIŠIB-{kà-a}	UNKNOWN
#Kam!-ma!-li-a	UNKNOWN
#Ku-bi-na-ah-šu	UNKNOWN
#Ku-ku	UNKNOWN
#Ku-na-a	UNKNOWN
#Ni-ma-	UNKNOWN
#TÚG-ta-nu	UNKNOWN
#a-GA-ZI-im	UNKNOWN_NOUN_ADJ
#a-dí	UNKNOWN
#a-gu5-ru-ni?	UNKNOWN
#a-na	UNKNOWN
#a-na-HI	UNKNOWN
#a-na-hi	UNKNOWN
#a-ni-GI}	UNKNOWN
#a-ša-qal	UNKNOWN
#a-šu-LÁ-šu	UNKNOWN
#a-šu-mì-kà	UNKNOWN
#ba-ri-ni	UNKNOWN
#d.NA!-líl-ba-ni	UNKNOWN
#dí-in	UNKNOWN
#dí-in}	UNKNOWN
#eppaš-šum	UNKNOWN_NOUN_ADJ
#eq-	UNKNOWN
#eṭe-ru	UNKNOWN
#gi5-ri-ma	UNKNOWN
#gám-ru	UNKNOWN
#i-DA-hi;	UNKNOWN
#i-dí-i-ma	UNKNOWN
#i-hi-iṭ-ma	UNKNOWN
#i-ku-ri-a	UNKNOWN
#i-kà-pár	UNKNOWN
#i-ma-gu5-ru-kà	UNKNOWN
#i-mu-a	UNKNOWN
#i-ša-lá-mu-tim	UNKNOWN_NOUN_ADJ
#i-ṭá-hi	UNKNOWN
#i-ší-ú-ni-ma?	UNKNOWN
#il5-la-ak}	UNKNOWN
#im-qú-ut	UNKNOWN
#iš-bi4-ma	UNKNOWN
#ki-ri-tim	UNKNOWN_NOUN_ADJ
#ki?-ra-tim	UNKNOWN_NOUN_ADJ
#kà?-	UNKNOWN
#li-GA-ší	UNKNOWN
#li-bi	UNKNOWN
#li-dí-na-ku-nu-tí	UNKNOWN
#li-ik-pu!-ur}	UNKNOWN
#li-ša-ak-nu-kum	UNKNOWN_NOUN_ADJ
#li-ṣi;	UNKNOWN
#li-ṭù-lu	UNKNOWN
#lu-la-pì-ta-tum}	UNKNOWN
#lu-ri-HI-ma	UNKNOWN
#lu-ta!-dí-in;	UNKNOWN
#ma-na	UNKNOWN
#me-	UNKNOWN
#me-NI-e	UNKNOWN
#n\-elia	UNKNOWN
#ni-ik-nu-uk-ma	UNKNOWN
#ni-zi-ta-ku-nu-tí-ma	UNKNOWN
#sú-ri-im	UNKNOWN_NOUN_ADJ
#ta-dí-RU-šu-um	UNKNOWN_NOUN_ADJ
#ta-hi-tum}	UNKNOWN
#tuštabba^-ni	UNKNOWN
#tám-kà-ri-im	UNKNOWN_NOUN_ADJ
#té-er-tám	UNKNOWN
#té-ṭí-ir	UNKNOWN
#wata-ru?	UNKNOWN
#{-lá-la-}!}	UNKNOWN
#{..-šum}	UNKNOWN
#{Ha-mì-ṣa-nim}}	UNKNOWN
#{Ku-du-bi-iš}}	UNKNOWN
#{Ku?!-tù}?}	UNKNOWN
#{KÙ.BABBAR.áp-šu!-nu}	UNKNOWN
#{Wa-za}	UNKNOWN
#{a-na}}	UNKNOWN
#{a-pu-úh	UNKNOWN
#{a-qá-té-e}?}	UNKNOWN
#{e-hi-id}}	UNKNOWN
#{hi-da-ma}!}	UNKNOWN
#{i-re-qú}}	UNKNOWN
#{ki-dim}	UNKNOWN
#{li-ba-kà	UNKNOWN
#{li-qé-a-ma	UNKNOWN
#{ni-sí-ma!}	UNKNOWN
#{ra-biṣ-šu-nu}}	UNKNOWN
#{ta-ze-ar}}	UNKNOWN
#{té-ra-bu}}	UNKNOWN
#{té-ru-bu}}	UNKNOWN
#{tù-ša-am-ri-ṣú}?}	UNKNOWN
#{ur-kà-at-sú}}	UNKNOWN
#{wa-ša-áb}?}	UNKNOWN
#{ú-dí-i}?}	UNKNOWN
#{ša-ar-tim}}	UNKNOWN
#{Šu-li}	UNKNOWN
#{šu-lu-AH}!}	UNKNOWN
#{šé-bi-lam}?}	UNKNOWN
#{ší-a-tim}?}	UNKNOWN
#Ú-{be-tum}	UNKNOWN
#ù-mu	UNKNOWN
#ú-ma-qá-at	UNKNOWN
#ú-ta-NI	UNKNOWN
#ú-za-ku	UNKNOWN
#ša-lá-ṭim	UNKNOWN_NOUN_ADJ
#ṭa-tí	UNKNOWN
#Šu-Iš-ha-ra	UNKNOWN
#šu-a-am	UNKNOWN_NOUN_ADJ
#šu-ta-lá-al	UNKNOWN
#ṭup-pá-kà	UNKNOWN
#ší-ip-ri-kà	UNKNOWN
is-ni-qú-ma	sanāqum+NStem+Pret+3MP+MA
is-ni-qú-ni	UNKNOWN
is-ni-qú-ni-a-tí-ma	UNKNOWN
is-ri-du	sarādum+GStem+Pret+3MP
is-ri-du	sarādum+NStem+Pret+3MP
is-tí	UNKNOWN
is-tù	UNKNOWN
it!-bu-lu	UNKNOWN
it-ba-al	tabālum+GStem+Pret+3CS
it-ba-al-ma	tabālum+GStem+Pret+3CS+MA
it-ba-lá	tabālum+GStem+Pret+3FP
it-be-ma	tabāˀum+GStem+Pret+3CS+MA
it-be-ma	tabāˀum+NStem+Pret+3CS+MA
it-bu-lu	UNKNOWN
it-bu-lu!	UNKNOWN
it-bu-lu-ma	UNKNOWN
it-bu-lu-ni	UNKNOWN
it-bé-a-ma	UNKNOWN
it-bé-ma	UNKNOWN
it-gu5-ra-am	UNKNOWN_NOUN_ADJ
it-gu5-ra-tim	UNKNOWN_NOUN_ADJ
it-gu5-ru	UNKNOWN
it-gu5-ru-um	UNKNOWN_NOUN_ADJ
it-mu	tamāˀum+GStem+Pret+3MP
it-mu	tamāˀum+NStem+Pret+3MP
it-qú-ra-am	itqur+N+Masc+Sg+Acc
it-qú-ra-tim	UNKNOWN_NOUN_ADJ
it-ra-/sú	UNKNOWN
it-ra-sú	UNKNOWN
it-ra-tí-a	UNKNOWN
it-ru-ú	tarāˀum+GStem+Pret+3MP
it-ru-ú	tarāˀum+NStem+Pret+3MP
it-ru-šu-nu	UNKNOWN
it-ta-ni-a-ma	UNKNOWN
iz!-ku-ú-nim	UNKNOWN_NOUN_ADJ
iz-ku-a-am	UNKNOWN_NOUN_ADJ
iz-ku-a-kum!	UNKNOWN
iz-ku-a-ni	UNKNOWN
iz-ku-am	UNKNOWN_NOUN_ADJ
iz-ku-ani	UNKNOWN
iz-ku-ma	zakāˀum+GStem+Pret+3MP+MA
iz-ku-ma	zakāˀum+NStem+Pret+3MP+MA
iz-ku-ni-ni	UNKNOWN
iz-ku-ú	zakāˀum+GStem+Pret+3MP
iz-ku-ú	zakāˀum+NStem+Pret+3MP
iz-ku-ú-ma	zakāˀum+GStem+Pret+3MP+MA
iz-ku-ú-ma	zakāˀum+NStem+Pret+3MP+MA
iz-ku-ú-ni	UNKNOWN
iz-ku-ú-ni-ni	UNKNOWN
iz-ku-ú-nim	UNKNOWN_NOUN_ADJ
iz?-ku-ni	UNKNOWN
iš!-qú-lu-ku-nu-ti	UNKNOWN
iš!-tí!	UNKNOWN
iš!-tù	UNKNOWN
iš-(Ras.)-tù	UNKNOWN
iš-*tí	UNKNOWN
iš-*tù	UNKNOWN
iš-a-am	UNKNOWN_NOUN_ADJ
iš-a-am-ma	UNKNOWN
iš-a-ma	II+Name+3fsPoss+MA
iš-a-ma	išā+N+Fem+Sg+Construct+MA
iš-a-ma	mašāˀum+GStem+Pret+3FP+MA
iš-a-ma	našāˀum+GStem+Pret+3FP+MA
iš-a-ma	šamāˀum+GStem+Dur+3FP
iš-a-ma	šamāˀum+NStem+Dur+3FP
iš-a-ma	šeˀāˀum+GStem+Pret+3FP+MA
iš-a-ma	šeˀāˀum+NStem+Pret+3FP+MA
iš-a-ma-kum	UNKNOWN_NOUN_ADJ
iš-am	UNKNOWN_NOUN_ADJ
iš-am-ma	UNKNOWN
iṣ-ba-at	ṣabātum+GStem+Pret+3CS
iṣ-ba-at-ma	ṣabātum+GStem+Pret+3CS+MA
iṣ-ba-tám-ma	UNKNOWN
iṣ-bu-tù	UNKNOWN
iṣ-bu-tù-*ma	UNKNOWN
iṣ-bu-tù-ni	UNKNOWN
iṣ-bu-tù-ni-ma	UNKNOWN
iṣ-bu-tù-šu-ma	UNKNOWN
iš-du-dam	UNKNOWN_NOUN_ADJ
iš-du-du-ni	UNKNOWN
iš-du-ud	UNKNOWN
iš-e-ú	mašāˀum+GStem+Pret+3MP
iš-e-ú	našāˀum+GStem+Pret+3MP
iš-e-ú	šeˀāˀum+GStem+Dur+3MP
iš-e-ú	šeˀāˀum+GStem+Pret+3MP
iš-e-ú	šeˀāˀum+NStem+Dur+3MP
iš-e-ú	šeˀāˀum+NStem+Pret+3MP
iṣ-he-er	UNKNOWN
iṣ-he-er-ma	UNKNOWN
iṣ-hi-ir-ma	UNKNOWN
iṭ-hi-ú	UNKNOWN
iš-ku-lu-ni-ni	UNKNOWN
iš-ku-ma	UNKNOWN
iš-ku-na-am	UNKNOWN_NOUN_ADJ
iš-ku-na-ma	UNKNOWN
iš-ku-na-ni	UNKNOWN
iš-ku-nam	UNKNOWN_NOUN_ADJ
iš-ku-ni-a-tí	UNKNOWN
iš-ku-ni-a-tí-ma	UNKNOWN
iš-ku-nu	UNKNOWN
iš-ku-nu-ma	UNKNOWN
iš-ku-nu-ni-a-tí-ma	UNKNOWN
iš-ku-nu-nim	UNKNOWN_NOUN_ADJ
iš-ku-un	UNKNOWN
iš-ku-un-ma	UNKNOWN
iš-ku-un-šu	UNKNOWN
iš-ku-šu-ma	UNKNOWN
iš-kà-ra-am	iškar+N+Masc+Sg+Acc
iš-li-mu-ni-ni	UNKNOWN
iš-lu-lu	UNKNOWN
iš-me	šamāˀum+GStem+Pret+3CS
iš-me	šamāˀum+NStem+Pret+3CS
iš-me-ma	šamāˀum+GStem+Pret+3CS+MA
iš-me-ma	šamāˀum+NStem+Pret+3CS+MA
iš-me-ú	šamāˀum+GStem+Pret+3MP
iš-me-ú	šamāˀum+NStem+Pret+3MP
iš-me-ú-ma	šamāˀum+GStem+Pret+3MP+MA
iš-me-ú-ma	šamāˀum+NStem+Pret+3MP+MA
iš-me-ú-ni	UNKNOWN
iš-mu-hu-ma	UNKNOWN
iš-pu!-ra-kum	UNKNOWN_NOUN_ADJ
iš-pu-ku-ma	UNKNOWN
iš-pu-ra-am	UNKNOWN_NOUN_ADJ
iš-pu-ra-am!	UNKNOWN
iš-pu-ra-ku-nu-tí-ni	UNKNOWN
iš-pu-ra-ku-um	UNKNOWN_NOUN_ADJ
iš-pu-ra-ma	UNKNOWN
iš-pu-ra-ni	UNKNOWN
iš-pu-ra-ni-ma	UNKNOWN
iš-pu-ru	UNKNOWN
iš-pu-ru!-ni-ni	UNKNOWN
iš-pu-ru-ma	UNKNOWN
iš-pu-ru-ni	UNKNOWN
iš-pu-ru-ni-ni	UNKNOWN
iš-pu-ru-nim	UNKNOWN_NOUN_ADJ
iš-pu-ru-šu	UNKNOWN
iš-pu-ur-ma	UNKNOWN
iš-qul-ni-a-tí-ma	UNKNOWN
iš-qí-tù-ni	UNKNOWN
iš-qú-la-ni	UNKNOWN
iš-qú-lam	UNKNOWN_NOUN_ADJ
iš-qú-lu	UNKNOWN
iš-qú-lu-ma	UNKNOWN
iš-qú-lu-ni	UNKNOWN
iš-qú-lu-ni-a-tí	UNKNOWN
iš-qú-lu-nim	UNKNOWN_NOUN_ADJ
iš-qú-lu-šu-um	UNKNOWN_NOUN_ADJ
iš-qú-lá-ki-im	UNKNOWN_NOUN_ADJ
iš-qú-lá-ku-nu-ti	UNKNOWN
iš-qú-lá-ni	UNKNOWN
iš-qú-lá-ni-a-tí-ni	UNKNOWN
iš-qú-ul	UNKNOWN
iš-qú-ul!-ma	UNKNOWN
iš-qú-ul-ma	UNKNOWN
iš-qú-ul-ni-a-tí	UNKNOWN
iš-qú-ul-ni-a-tí-ma	UNKNOWN
iš-qúl	UNKNOWN
iš-ra-TIM	UNKNOWN
iš-ra-am	išr+N+Masc+Sg+Acc
iš-ra-am	šarāmum+GStem+Pret+3CS
iš-ra-at	UNKNOWN
iš-ra-tim	UNKNOWN_NOUN_ADJ
iš-ra-tum	UNKNOWN_NOUN_ADJ
iš-ra-tí-kà	UNKNOWN
iṣ-ri-hu	UNKNOWN
iš-ri-iq-šu-ma	UNKNOWN
iš-ri-iš	UNKNOWN
iš-ri-šu	išr+N+Masc+Dual+Obl+3msPoss
iš-ri-šu	išr+N+Masc+Pl+Construct+3msPoss
iš-ri-šu	išr+N+Masc+Pl+Obl+3msPoss
iš-ri-šu	išr+N+Masc+Sg+Gen+3msPoss
iṭ-ru-du-ni-šu	UNKNOWN
iš-ru-ni-ku-um	UNKNOWN_NOUN_ADJ
iṣ-ru-up-KÙ.GI-MA	UNKNOWN
iṣ-ru-up-ší-ma	UNKNOWN
iš-rí-kà	UNKNOWN
iš-ta-*na-pá-ra-am	UNKNOWN_NOUN_ADJ
iš-ta-a-am-ma	UNKNOWN
iš-ta-aq-lu	šaqālum+GStem+Perf+3MP
iš-ta-aq-lu-šu	UNKNOWN
iš-ta-ku-nu	UNKNOWN
iš-ta-ku-nu-šu-ni	UNKNOWN
iš-ta-kà-an	šakānum+GStem+Perf+3CS
iš-ta-kán	šakānum+GStem+Perf+3CS
iš-ta-me-ma	šamāˀum+GStem+Perf+3CS+MA
iš-ta-na-ku-ni-ni	UNKNOWN
iš-ta-na-kà-ak	UNKNOWN
iš-ta-na-kán	UNKNOWN
iš-ta-na-pu-ru-ni-ku-ni	UNKNOWN
iš-ta-na-pá-ra-am	UNKNOWN_NOUN_ADJ
iš-ta-pu-ku	UNKNOWN
iš-ta-pu-ku-ni	UNKNOWN
iš-ta-pá-ar	šapārum+GStem+Perf+3CS
iš-ta-qal	šaqālum+GStem+Perf+3CS
iš-ta-qá-al	šaqālum+GStem+Perf+3CS
iš-ta-ri-qí-ni	UNKNOWN
iš-ta-tí-ú-ni	UNKNOWN
iš-ta-áp-ku	šapākum+GStem+Perf+3MP
iš-ta-áp-ku-ma	šapākum+GStem+Perf+3MP+MA
iš-ta-áp-ra-am	UNKNOWN_NOUN_ADJ
iš-ta-áp-ra-kum	UNKNOWN_NOUN_ADJ
iš-ta-áp-ru-ni	UNKNOWN
iš-ta-áp-ru-ni-kum	UNKNOWN_NOUN_ADJ
iš-ta-áp-ru-te9-er-tám	UNKNOWN
iš-tap-/ru	UNKNOWN
iš-tap-ku	šapākum+GStem+Perf+3MP
iš-tap-ku-*ma	UNKNOWN
iš-tap-ku-ma	šapākum+GStem+Perf+3MP+MA
iš-tap-ku-ni	UNKNOWN
iš-tap-ra-am	UNKNOWN_NOUN_ADJ
iš-tap-ru-ú	šapārum+GStem+Perf+3MP
iš-te-2-en6	UNKNOWN
iš-te9-en	ištēn+N+Masc+Sg+Construct
iš-te9-en6	ištēn+N+Masc+Sg+Construct
iš-ti	išti+Prep
iš-ti	šatāˀum+GStem+Pret+3CS
iš-ti	šatāˀum+NStem+Pret+3CS
iš-ti-ku-nu	UNKNOWN
iš-ti-kà	UNKNOWN
iš-ti-šu	UNKNOWN
iš-tu	ištu+Prep
iš-tu	šatāˀum+GStem+Pret+3MP
iš-tu	šatāˀum+NStem+Pret+3MP
iš-tu	šeˀāˀum+GStem+Perf+3MP
iš-tè-en	ištēn+N+Masc+Sg+Construct
iš-té-e	šaˀāmum+GStem+Perf+3CS
iš-té-e	šeˀāˀum+GStem+Perf+3CS
iš-té-e-a	UNKNOWN
iš-té-en	ištēn+N+Masc+Sg+Construct
iš-té-en!	UNKNOWN
iš-té-en6	ištēn+N+Masc+Sg+Construct
iš-té-en6-ma	ištēn+N+Masc+Sg+Construct+MA
iš-té-et	UNKNOWN
iš-té-me	UNKNOWN
iš-té-na	ištēn+N+Masc+Pl+Construct+1csPoss
iš-té-na	ištēn+N+Masc+Pl+Nom+1csPoss
iš-té-na	ištēn+N+Masc+Pl+Obl+1csPoss
iš-té-na	ištēn+N+Masc+Sg+Acc
iš-té-na	ištēn+N+Masc+Sg+Construct+1csPoss
iš-té-na-ma	ištēn+N+Masc+Dual+Nom+MA
iš-té-na-ma	ištēn+N+Masc+Pl+Construct+1csPoss+MA
iš-té-na-ma	ištēn+N+Masc+Pl+Nom+1csPoss+MA
iš-té-na-ma	ištēn+N+Masc+Pl+Obl+1csPoss+MA
iš-té-na-ma	ištēn+N+Masc+Sg+Acc+1csPoss
iš-té-na-ma	ištēn+N+Masc+Sg+Acc+MA
iš-té-na-ma	ištēn+N+Masc+Sg+Construct+1csPoss+MA
iš-té-ni-*iš	UNKNOWN
iš-té-ni-iš	UNKNOWN
iš-té-ni-iš-*ma	UNKNOWN
iš-té-ni-iš-ma	UNKNOWN
iš-té-ni-iš/	UNKNOWN
iš-té-ni-ìš	UNKNOWN
iš-té-nu-ma	ištēn+N+Masc+Pl+Nom+MA
iš-té-nu-ma	ištēn+N+Masc+Sg+Nom+1csPoss
iš-té-nu-ma	ištēn+N+Masc+Sg+Nom+MA
iš-té-ta-ma	UNKNOWN
iš-tí	išti+Prep
iš-tí	šatāˀum+GStem+Pret+3CS
iš-tí	šatāˀum+NStem+Pret+3CS
iš-tí-*kà	UNKNOWN
iš-tí-*ni	UNKNOWN
iš-tí-a	šatāˀum+GStem+Pret+3FP
iš-tí-a	šatāˀum+NStem+Pret+3FP
iš-tí-a-ma	šatāˀum+GStem+Pret+3FP+MA
iš-tí-a-ma	šatāˀum+NStem+Pret+3FP+MA
iš-tí-bu	UNKNOWN
iš-tí-in	UNKNOWN
iš-tí-it	UNKNOWN
iš-tí-ka	UNKNOWN
iš-tí-ki	UNKNOWN
iš-tí-ku-nu	UNKNOWN
iš-tí-kà	UNKNOWN
iš-tí-kà?	UNKNOWN
iš-tí-ma	išti+Prep+MA
iš-tí-ma	šatāˀum+GStem+Pret+3CS+MA
iš-tí-ma	šatāˀum+NStem+Pret+3CS+MA
iš-tí-na-té-en6	UNKNOWN
iš-tí-ni	UNKNOWN
iš-tí-ri-šu	UNKNOWN
iš-tí-sñ-nu	UNKNOWN
iš-tí-šu	UNKNOWN
iš-tí-šu!-ma	UNKNOWN
iš-tí-šu-ma	UNKNOWN
iš-tí-šu-nu	UNKNOWN
iš-tí-šú-nu	UNKNOWN
iš-tù	ištu+Prep
iš-tù	šatāˀum+GStem+Pret+3MP
iš-tù	šatāˀum+NStem+Pret+3MP
iš-tù	šeˀāˀum+GStem+Perf+3MP
iš-tù!	UNKNOWN
iš-tù++	UNKNOWN
iš-tù-ma	ištu+Prep+MA
iš-tù-ma	šatāˀum+GStem+Pret+3MP+MA
iš-tù-ma	šatāˀum+NStem+Pret+3MP+MA
iš-tù-ma	šeˀāˀum+GStem+Perf+3MP+MA
iš-tù-pu	UNKNOWN
iš-tú	ištu+Prep
iš-tú	šatāˀum+GStem+Pret+3MP
iš-tú	šatāˀum+NStem+Pret+3MP
iš-tú	šeˀāˀum+GStem+Perf+3MP
iš-x	UNKNOWN
iš-ú-lu	UNKNOWN
iš-ú-mu	UNKNOWN
iš-ú-mu-kum	UNKNOWN_NOUN_ADJ
iš-ú-mu-ni-kum	UNKNOWN_NOUN_ADJ
iš-ú-mu-ni-kum-ma	UNKNOWN
iš2-tí	UNKNOWN
iš?-	UNKNOWN
iš?-ta-x-ku-um	UNKNOWN_NOUN_ADJ
iš?-té?-*en6?	UNKNOWN
iš?-tí-šu	UNKNOWN
išpu-ra-ni	UNKNOWN
ka-am-sú	kams+Adj+Masc+Sg+Nom
ka-na-ak-tim	kanak+N+Fem+Sg+Gen
kam-sú-tim	kams+Adj+Masc+Pl+Obl
kam-tam	UNKNOWN_NOUN_ADJ
ke-e	UNKNOWN
ke-en6	UNKNOWN
ke-en6-ma	UNKNOWN
ke-na	Kēnāya+Name
ke-na	kēn+Adj+Masc+Sg+Acc
ke-na!-tim-ma	UNKNOWN
ke-na-am	kēn+Adj+Masc+Sg+Acc
ke-na-tim	kēn+Adj+Fem+Pl+Obl
ke-na-tim	kēn+Adj+Fem+Sg+Gen
ke-na-tim-ma	UNKNOWN
ke-na-tí-ma	kināti+Pron+2p+Fem+Pl+Obl+MA
ke-nam	kēn+Adj+Masc+Sg+Acc
ke-ni-im	kēn+Adj+Masc+Sg+Gen
ke-nim	kēn+Adj+Masc+Sg+Gen
ke-nim!	UNKNOWN
ke-nu	kēn+Adj+Masc+Sg+Nom
ke-nu-ni	UNKNOWN
ke-nu-nu	UNKNOWN
ke-nu-tim	kēn+Adj+Masc+Pl+Obl
ke-num	kēn+Adj+Masc+Sg+Nom
ki!-ma	UNKNOWN
ki-*ma	UNKNOWN
ki-a-am	kīam+Prep
ki-a-am!	UNKNOWN
ki-a-ma	kīam+Prep+MA
ki-a-ma	kīama+Adv
ki-am	kīam+Prep
ki-dim	kīd+N+Masc+Sg+Gen
ki-dum	kīd+N+Masc+Sg+Nom
ki-dí-ni	kīd+N+Masc+Dual+Obl+1cpPoss
ki-dí-ni	kīd+N+Masc+Dual+Obl+1csPoss
ki-dí-ni	kīd+N+Masc+Pl+Construct+1cpPoss
ki-dí-ni	kīd+N+Masc+Pl+Obl+1cpPoss
ki-dí-ni	kīd+N+Masc+Sg+Gen+1cpPoss
ki-i	UNKNOWN
ki-i-ma	kīma+Prep
ki-i-na	UNKNOWN
ki-ib-sà!-tum	UNKNOWN_NOUN_ADJ
ki-ib-sà-tim	kibsā+N+Fem+Pl+Obl
ki-ib-sà-tim	kibsā+N+Fem+Sg+Gen
ki-ib-sà-tum	kibsā+N+Fem+Pl+Nom
ki-ib-sà-tum	kibsā+N+Fem+Sg+Nom
ki-ib-ší-im	KiBš+N+Masc+Sg+Gen
ki-ib-ší-im	kibš+N+Masc+Sg+Gen
ki-il5-a	Kilia+Name
ki-il5-a	kalāˀum+GStem+Imp+2CP
ki-il5-i-šu-ma	UNKNOWN
ki-iš-da-tí-a	UNKNOWN
ki-iš-da-tí-šu	UNKNOWN
ki-iš-da-tù-kà	UNKNOWN
ki-iṣ-ru-um	kiṣr+N+Masc+Sg+Nom
ki-kam-lim	UNKNOWN_NOUN_ADJ
ki-la-la-ku-nu	UNKNOWN
ki-la-li-ni	UNKNOWN
ki-la-ri-tám	UNKNOWN
ki-li	kalāˀum+GStem+Imp+2FS
ki-li	kalāˀum+GStem+Imp+2MS
ki-li-ku-nu	UNKNOWN
ki-li-šu	UNKNOWN
ki-lá	Kilia+Name
ki-lá	kalāˀum+GStem+Imp+2CP
ki-lá-al-ta-ma	UNKNOWN
ki-lá-al-tí-ma	UNKNOWN
ki-lá-la-ku-nu-ma	UNKNOWN
ki-lá-le-en-ma	UNKNOWN
ki-lá-le-en6	UNKNOWN
ki-lá-le-ku-nu	UNKNOWN
ki-lá-le-ma	UNKNOWN
ki-lá-le-ni	UNKNOWN
ki-lá-li-ku-nu	UNKNOWN
ki-lá-li-ma?	UNKNOWN
ki-lá-lá-an	UNKNOWN
ki-lá-lá-an-ma	UNKNOWN
ki-lá-lá-ku-nu	UNKNOWN
ki-lá-ma	Kilia+Name+MA
ki-lá-ma	kalāˀum+GStem+Imp+2CP+MA
ki-lá-šu-ma	Kilia+Name+3msPoss+MA
ki-ma	kīma+Prep
ki-ma!	UNKNOWN
ki-ma-a	kīma+Prep
ki-ma-ma	kīma+Prep+MA
ki-mì-in4	UNKNOWN
ki-na	UNKNOWN
ki-na-tim	UNKNOWN_NOUN_ADJ
ki-na-tí	kināti+Pron+2p+Fem+Pl+Obl
ki-pu-na-ni	kipunann+N+Masc+Pl+Construct
ki-pu-na-ni	kipunann+N+Masc+Pl+Construct+1csPoss
ki-pu-na-ni	kipunann+N+Masc+Pl+Obl
ki-pu-na-ni	kipunann+N+Masc+Pl+Obl+1csPoss
ki-pu-na-ni	kipunann+N+Masc+Sg+Construct+1cpPoss
ki-pu-na-ni	kipunann+N+Masc+Sg+Construct+1csPoss
ki-pu-na-ni	kipunann+N+Masc+Sg+Gen
ki-ra-nam	UNKNOWN_NOUN_ADJ
ki-ra-tim	UNKNOWN_NOUN_ADJ
ki-ri-am	kiri+N+Masc+Sg+Acc
ki-sà-*am	UNKNOWN_NOUN_ADJ
ki-sà-am	kīs+N+Masc+Sg+Acc
ki-sá-a-am	UNKNOWN_NOUN_ADJ
ki-sé	UNKNOWN
ki-ta-am	kim+N+Fem+Sg+Acc
ki-ta-am	kit+N+Fem+Sg+Acc
ki-ta-am	kitû+N+Masc+Sg+Acc
ki-ta-am	kitāˀ+N+Masc+Sg+Acc
ki-ta-im	kitāˀ+N+Masc+Sg+Gen
ki-ta-ma	katāˀum+GStem+Imp+2CP+MA
ki-ta-ma	kim+N+Fem+Dual+Nom+MA
ki-ta-ma	kim+N+Fem+Sg+Acc+MA
ki-ta-ma	kit+N+Fem+Dual+Nom+MA
ki-ta-ma	kit+N+Fem+Sg+Acc+MA
ki-ta-ma	kitû+N+Masc+Dual+Nom+MA
ki-ta-ma	kitû+N+Masc+Sg+Acc+1csPoss
ki-ta-ma	kitû+N+Masc+Sg+Acc+MA
ki-ta-ma	kitû+N+Masc+Sg+Construct+1csPoss+MA
ki-ta-ma	kitāˀ+N+Masc+Dual+Nom+MA
ki-ta-ma	kitāˀ+N+Masc+Sg+Acc+1csPoss
ki-ta-ma	kitāˀ+N+Masc+Sg+Acc+MA
ki-ta-ma	kitāˀ+N+Masc+Sg+Construct+1csPoss+MA
ki-ta-ma	kitāˀ+N+Masc+Sg+Construct+MA
ki-ti-ni	kim+N+Fem+Sg+Construct+1cpPoss
ki-ti-ni	kit+N+Fem+Sg+Construct+1cpPoss
ki-tim	kim+N+Fem+Sg+Gen
ki-tim	kit+N+Fem+Sg+Gen
ki-ša-ar-ší-im	UNKNOWN_NOUN_ADJ
ki-ša-sú	UNKNOWN
ki-ša?	UNKNOWN
ki-ši-ri-im	kiširr+N+Masc+Sg+Gen
ki-šé-er-ší-im	kišerš+N+Masc+Sg+Gen
ki-ší-ni	kīš+N+Masc+Dual+Obl+1cpPoss
ki-ší-ni	kīš+N+Masc+Dual+Obl+1csPoss
ki-ší-ni	kīš+N+Masc+Pl+Construct+1cpPoss
ki-ší-ni	kīš+N+Masc+Pl+Obl+1cpPoss
ki-ší-ni	kīš+N+Masc+Sg+Gen+1cpPoss
ki?!?-ma	UNKNOWN
ki?-a-ma	UNKNOWN
ki?-dí-im	UNKNOWN_NOUN_ADJ
ki?-ma?	UNKNOWN
ki?-ta?-um	UNKNOWN_NOUN_ADJ
ku!-*ta-nu	UNKNOWN
ku!-a-tí	UNKNOWN
ku!-a-um!	UNKNOWN
ku!-nu!-ki	UNKNOWN
ku!-nu-tí-ni	UNKNOWN
ku!-sí-a-am	UNKNOWN_NOUN_ADJ
ku!-ta-nu	UNKNOWN
ku!-wa!-ú!-tum	UNKNOWN_NOUN_ADJ
ku!-wa-tí	UNKNOWN
ku++-ta++-ni++	UNKNOWN
ku-*a-tí	UNKNOWN
ku-*nu-ki-a	UNKNOWN
ku-*ta-ni	UNKNOWN
ku-*un-kà-ma	UNKNOWN
ku-a-/tí	UNKNOWN
ku-a-a-*tum	UNKNOWN_NOUN_ADJ
ku-a-a-am	UNKNOWN_NOUN_ADJ
ku-a-am	UNKNOWN_NOUN_ADJ
ku-a-am-ma	UNKNOWN
